item,itemLabel,startDate,endDate,psid
Q16216731,Oscar Eduardo Ramírez Aguilar,2020-09-01,2021-08-31,Q16216731-57F33A2E-B268-45A1-9B24-10A521B79B08
Q18378698,Mónica Fernández Balboa,2019-09-01,2020-08-31,Q18378698-22D460CC-B731-4C84-A1C8-90EDA1BDF319
Q2108989,Diego Fernández de Cevallos,2004-09-01,2005-08-31,Q2108989-8A843E82-017D-4DB6-82B7-D771DE664D0C
Q2108989,Diego Fernández de Cevallos,2001-09-01,2002-08-31,Q2108989-DD96A85B-CED5-4E84-B8EB-EF22FEC14D24
Q2241589,Santiago Creel,2007-09-01,2008-08-31,Q2241589-6C4DC6D1-6A05-43CC-B8A7-18E11BA6F701
Q2313196,Enrique Jackson,2005-09-01,2006-08-31,Q2313196-925D82C4-872E-4EEB-B705-85F51E8F211C
Q2313196,Enrique Jackson,2002-09-01,2004-08-31,Q2313196-ae234a5e-406a-1ca6-4c49-e34c35c566f8
Q2313196,Enrique Jackson,2000-09-01,2001-08-31,Q2313196-fa83174d-471b-6883-ab0e-a3374cbd4423
Q2355497,Manlio Fabio Beltrones Rivera,2006-09-01,2007-08-31,Q2355497-5062DFAA-AEB1-4CB8-A283-8A7E995553C7
Q2355497,Manlio Fabio Beltrones Rivera,2010-09-01,2011-08-31,Q2355497-D6C521D5-4FD6-4F80-BF37-316BB2C88FC4
Q26745937,Pablo Escudero Morales,2016-09-01,2017-08-31,Q26745937-0B84D25F-5F0C-454F-8927-FB276CBB8933
Q2911565,Ernesto Cordero Arroyo,2012-09-01,2013-08-31,Q2911565-32D8AB16-DD91-471B-9799-5AD3597C6863
Q2911565,Ernesto Cordero Arroyo,2017-09-01,2018-08-31,Q2911565-F203636E-3D19-402F-8227-B47A8969065B
Q5099093,Olga Sánchez Cordero,2021-09-01,,Q5099093-54D75E63-7217-4BC0-AE87-D517ADC58C86
Q5475632,Martí Batres,2018-09-01,2019-08-31,Q5475632-D9403AF4-FECA-4480-B44C-1188C8E23F6C
Q5751134,Carlos Navarrete Ruiz,2009-09-01,2010-08-31,Q5751134-FB6DDD02-0738-4961-BC95-B48417CC5636
Q5940123,José González Morfin,2011-09-01,2012-08-31,Q5940123-FE729DD3-9D1F-45D7-8F6B-218298E5FFCC
Q6013951,Miguel Barbosa Huerta,2014-09-01,2015-08-31,Q6013951-6872339D-42DC-44DF-962C-C95B6145A36B
Q6101115,Raúl Cervantes Andrade,2013-09-01,2014-08-31,Q6101115-D50B787A-551B-45DE-AB87-4C6AE9BBBAD6
Q6109764,Roberto Gil Zuarth,2015-09-01,2016-08-31,Q6109764-B9253D13-36EC-4A2F-9D45-BCFEF8EAD24B
